fetched_at,genre,country,rank,app_name,developer,apple_app_id
2026-08-29T13:53:40.994610+00:00,Music,us,23,Guitar Band: Rock Battle,Supercharge Mobile Corp,1155657778
2026-08-29T13:53:40.994610+00:00,Music,us,24,Piano Cat Tiles,WingsMob Global Ltd.,1527040660
2026-08-29T13:53:40.994610+00:00,Music,us,25,Dog Translator - Games for Dog,DreamTeam Apps,1561965563
2026-08-29T13:53:40.994610+00:00,Puzzle,us,1,Meowdoku!,Oakever Games,6761760135
2026-08-29T13:53:40.994610+00:00,Puzzle,us,2,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,6752672568
2026-08-29T13:53:40.994610+00:00,Puzzle,us,3,Magic Sort!,Grand Games A.Ş.,6499209744
2026-08-29T13:53:40.994610+00:00,Puzzle,us,4,Bus Traffic Fever!,"GOODROID,Inc.",6759763476
2026-08-29T13:53:40.994610+00:00,Puzzle,us,5,Loop Sort,Voodoo,6751101794
2026-08-29T13:53:40.994610+00:00,Puzzle,us,6,Jigsaw Drop: Solitaire Puzzle,Runyou Game,6767091927
2026-08-29T13:53:40.994610+00:00,Puzzle,us,7,CubeAway - 3DPuzzle,"GOODROID,Inc.",6760325543
2026-08-29T13:53:40.994610+00:00,Puzzle,us,8,Block Blast！,Hungry Studio,1617391485
2026-08-29T13:53:40.994610+00:00,Puzzle,us,9,Township,Playrix,638689075
2026-08-29T13:53:40.994610+00:00,Puzzle,us,10,Amaze GO!,Oakever Games,6758326278
2026-08-29T13:53:40.994610+00:00,Puzzle,us,11,Gossip Harbor®: Merge & Story,Microfun Limited,1623318294
2026-08-29T13:53:40.994610+00:00,Puzzle,us,12,Mahjong Blast,Nebula Studio,6747492600
2026-08-29T13:53:40.994610+00:00,Puzzle,us,13,Royal Smash! - Physics Puzzle,Cypher Games,6780891673
2026-08-29T13:53:40.994610+00:00,Puzzle,us,14,Tasty Travels: Merge Game,Century Games Pte. Ltd.,6471045672
2026-08-29T13:53:40.994610+00:00,Puzzle,us,15,Royal Match,Dream Games,1482155847
2026-08-29T13:53:40.994610+00:00,Puzzle,us,16,Pixel Flow!,Loom Games Oyun Yazilim ve Pazarlama Anonim Sirketi,6751056652
2026-08-29T13:53:40.994610+00:00,Puzzle,us,17,Royal Kingdom,Dream Games,1606549505
2026-08-29T13:53:40.994610+00:00,Puzzle,us,18,Jewel Coloring,Ta Ta Game Technology Limited,6759081967
2026-08-29T13:53:40.994610+00:00,Puzzle,us,19,Arrows – Puzzle Escape,Lessmore GmbH,6748397500
2026-08-29T13:53:40.994610+00:00,Puzzle,us,20,Candy Crush Saga,King,553834731
2026-08-29T13:53:40.994610+00:00,Puzzle,us,21,Search It - Hidden Objects,LEAP BILISIM TEKNOLOJILERI VE YAZILIM TICARET ANONIM SIRKETI,6756185760
2026-08-29T13:53:40.994610+00:00,Puzzle,us,22,Brain Puzzle 3: Crazy Mind,SmallStep Dev Team,6756482832
2026-08-29T13:53:40.994610+00:00,Puzzle,us,23,Yarn Loop: Knit Puzzle,Combo Games,6755183085
2026-08-29T13:53:40.994610+00:00,Puzzle,us,24,Sand Blocks: Drop Puzzle,Rollic Games,6757140488
2026-08-29T13:53:40.994610+00:00,Puzzle,us,25,Jelly Busters: Puzzle Game,Moon Active,6756058501
2026-08-29T13:53:40.994610+00:00,Racing,us,1,Sled Surfers,Crazy Labs,6744975195
2026-08-29T13:53:40.994610+00:00,Racing,us,2,RUSH: Xtreme,SayGames LTD,6754098532
2026-08-29T13:53:40.994610+00:00,Racing,us,3,CSR 2 - Realistic Drag Racing,Zynga Inc.,887947640
2026-08-29T13:53:40.994610+00:00,Racing,us,4,Epic Plane Evolution,Voodoo,6504122823
2026-08-29T13:53:40.994610+00:00,Racing,us,5,Highway Racer Pro,Spektra Games,6741471925
2026-08-29T13:53:40.994610+00:00,Racing,us,6,Hill Climb Racing,Fingersoft,564540143
2026-08-29T13:53:40.994610+00:00,Racing,us,7,Traffic Rider,Skgames Yazilim Muhendislik Teknoloji Ltd. Sti.,951744068
2026-08-29T13:53:40.994610+00:00,Racing,us,8,Journey Dash 3D,慧 谢,6790622519
2026-08-29T13:53:40.994610+00:00,Racing,us,9,Aquapark.io,Voodoo,1453989822
2026-08-29T13:53:40.994610+00:00,Racing,us,10,Extreme Car Driving Simulator,AxesInMotion S.L.,959498315
2026-08-29T13:53:40.994610+00:00,Racing,us,11,Car Parking Multiplayer,Aidana Kengbeiil,1374868881
2026-08-29T13:53:40.994610+00:00,Racing,us,12,Bridge Race,SUPERSONIC STUDIOS LTD,1543845882
2026-08-29T13:53:40.994610+00:00,Racing,us,13,Highway Overtake - Car Racing,HYPERMONK GAMES OYUN YAZILIM PAZARLAMA VE DANISMANLIK ANONIM SIRKETI,6463229324
2026-08-29T13:53:40.994610+00:00,Racing,us,14,Car Parking Multiplayer 2,Aidana Kengbeiil,6514315118
2026-08-29T13:53:40.994610+00:00,Racing,us,15,Race Star - Team Manager Game,Gryphon Games UG,6782871814
2026-08-29T13:53:40.994610+00:00,Racing,us,16,No Limit Drag Racing 2,"Battle Creek Games, LLC",1563031984
2026-08-29T13:53:40.994610+00:00,Racing,us,17,Car Driving Simulator Games,Better Games Studio Pty Ltd.,1247758515
2026-08-29T13:53:40.994610+00:00,Racing,us,18,Asphalt Legends - Racing Game,Gameloft,805603214
2026-08-29T13:53:40.994610+00:00,Racing,us,19,Pocket Champs PVP Racing Games,MADBOX,1542776143
2026-08-29T13:53:40.994610+00:00,Racing,us,20,Race Master 3D: Car Racing,BERESNEV s.r.o.,1579072162
2026-08-29T13:53:40.994610+00:00,Racing,us,21,MadOut 2: Grand Auto racing,Vladislav Ivanchuk,1214765807
2026-08-29T13:53:40.994610+00:00,Racing,us,22,Fun Run 4 - Multiplayer Race,Dirtybit AS,1503294866
2026-08-29T13:53:40.994610+00:00,Racing,us,23,Racing in Car 2021,PSV Studio,1570315891
2026-08-29T13:53:40.994610+00:00,Racing,us,24,Need for Speed No Limits Game,Electronic Arts,883393043
2026-08-29T13:53:40.994610+00:00,Racing,us,25,CarX Street,CarX Technologies,1458863319
2026-08-29T13:53:40.994610+00:00,Role Playing,us,1,Pokémon GO,"Scopely Explore, Inc.",1094591345
2026-08-29T13:53:40.994610+00:00,Role Playing,us,2,Tiles Survive!,FunPlus International AG,6738109752
2026-08-29T13:53:40.994610+00:00,Role Playing,us,3,OneState RP: Role Play Online,CHILLBASE LTD,1597760047
2026-08-29T13:53:40.994610+00:00,Role Playing,us,4,Block Craft 3D: Building Games,Wildlife Studios,981633844
2026-08-29T13:53:40.994610+00:00,Role Playing,us,5,Pokémon Champions,The Pokemon Company,6741503079
2026-08-29T13:53:40.994610+00:00,Role Playing,us,6,XP Hero,"Supercent, Inc.",6740618570
2026-08-29T13:53:40.994610+00:00,Role Playing,us,7,Clash of Critters,Farlight Games,6741567125
2026-08-29T13:53:40.994610+00:00,Role Playing,us,8,Lamar - Idle Vlogger,Crazy Labs,1595314851
2026-08-29T13:53:40.994610+00:00,Role Playing,us,9,Total Battle: War Strategy,Scorewarrior,1274132545
2026-08-29T13:53:40.994610+00:00,Role Playing,us,10,Sword x Staff,Boltray Games,6751270546
2026-08-29T13:53:40.994610+00:00,Role Playing,us,11,Doomsday:The Seven Deadly Sins,IGG SINGAPORE PTE. LTD.,1552206075
2026-08-29T13:53:40.994610+00:00,Role Playing,us,12,Avatar World ®,Pazu Games Ltd,1635318586
2026-08-29T13:53:40.994610+00:00,Role Playing,us,13,Car Sales Simulator 25,Skyloft Games,6464597212
2026-08-29T13:53:40.994610+00:00,Role Playing,us,14,BitLife - Life Simulator,"Candywriter, LLC",1374403536
2026-08-29T13:53:40.994610+00:00,Role Playing,us,15,My Talking Tom,Outfit7 Limited,657500465
2026-08-29T13:53:40.994610+00:00,Role Playing,us,16,Game of Thrones: Dragonfire,Warner Bros.,1642607669
2026-08-29T13:53:40.994610+00:00,Role Playing,us,17,Soul Land: New World,LRGame Inc.,6784496377
2026-08-29T13:53:40.994610+00:00,Role Playing,us,18,Claw Master – Roguelike Hero,AI Games FZ,6755685940
2026-08-29T13:53:40.994610+00:00,Role Playing,us,19,Car Parking Multiplayer 2,Aidana Kengbeiil,6514315118
2026-08-29T13:53:40.994610+00:00,Role Playing,us,20,Rise of Kingdoms,Lilith Games,1354260888
2026-08-29T13:53:40.994610+00:00,Role Playing,us,21,RAID: Shadow Legends,Plarium Global Ltd,1371565796
2026-08-29T13:53:40.994610+00:00,Role Playing,us,22,My Talking Tom 2,Outfit7 Limited,1337578317
2026-08-29T13:53:40.994610+00:00,Role Playing,us,23,Hero Wars: Alliance Adventure,Nexters Global LTD,1158967485
2026-08-29T13:53:40.994610+00:00,Role Playing,us,24,Chapters: Interactive Stories,"Crazy Maple Studio, Inc.",1277029359
2026-08-29T13:53:40.994610+00:00,Role Playing,us,25,Path of Kings,Voodoo,6753709030
2026-08-29T13:53:40.994610+00:00,Simulation,us,1,Car Evolve,Heseri Games Inc,6754464806
2026-08-29T13:53:40.994610+00:00,Simulation,us,2,Whiteout Survival,Century Games Pte. Ltd.,6443575749
2026-08-29T13:53:40.994610+00:00,Simulation,us,3,Among Us!,InnerSloth LLC,1351168404
2026-08-29T13:53:40.994610+00:00,Simulation,us,4,8 Ball Pool™,Miniclip.com,543186831
2026-08-29T13:53:40.994610+00:00,Simulation,us,5,Sled Surfers,Crazy Labs,6744975195
2026-08-29T13:53:40.994610+00:00,Simulation,us,6,Foodstars: Merge & Cook,Happibits,6753862216
2026-08-29T13:53:40.994610+00:00,Simulation,us,7,EA College Football Mobile 27,Electronic Arts,6759412341
2026-08-29T13:53:40.994610+00:00,Simulation,us,8,Merge Cooking®,Happibits,1643509748
2026-08-29T13:53:40.994610+00:00,Simulation,us,9,Toxic Love: Dark Boyfriends,KARAAGE GAMES LLC,6760453970
2026-08-29T13:53:40.994610+00:00,Simulation,us,10,EA SPORTS FC Soccer Mobile 26,Electronic Arts,1094930513
2026-08-29T13:53:40.994610+00:00,Simulation,us,11,Last Asylum: Plague,WISENESS GAME ONLINE INTERNATIONAL LTD,6756989323
2026-08-29T13:53:40.994610+00:00,Simulation,us,12,Apex Hunter: Animal Shooting,CozyCraft,6761614488
2026-08-29T13:53:40.994610+00:00,Simulation,us,13,Glow Fashion Idol,Crazy Labs,6446197181
2026-08-29T13:53:40.994610+00:00,Simulation,us,14,OneState RP: Role Play Online,CHILLBASE LTD,1597760047
2026-08-29T13:53:40.994610+00:00,Simulation,us,15,The Cozy Florist,RiftSky Games,6754878717
2026-08-29T13:53:40.994610+00:00,Simulation,us,16,Idle Cat Gunner: Shooter RPG,Neptune Company,6764201639
2026-08-29T13:53:40.994610+00:00,Simulation,us,17,Block Craft 3D: Building Games,Wildlife Studios,981633844
2026-08-29T13:53:40.994610+00:00,Simulation,us,18,Royal Cooking,Matryoshka Games (CY) LTD,1664415775
2026-08-29T13:53:40.994610+00:00,Simulation,us,19,Sunday City: Life Simulator,Kefir,6450834358
2026-08-29T13:53:40.994610+00:00,Simulation,us,20,Lamar - Idle Vlogger,Crazy Labs,1595314851
2026-08-29T13:53:40.994610+00:00,Simulation,us,21,Little Farm Story: Idle Tycoon,SayGames LTD,6733244789
2026-08-29T13:53:40.994610+00:00,Simulation,us,22,Pizza Ready!,"Supercent, Inc.",6450917563
2026-08-29T13:53:40.994610+00:00,Simulation,us,23,My Perfect Hotel,SayGames LTD,1635760774
2026-08-29T13:53:40.994610+00:00,Simulation,us,24,Hay Day,Supercell,506627515
2026-08-29T13:53:40.994610+00:00,Simulation,us,25,Superstore Story 3D,Pusilung HK Limited,6779201235
2026-08-29T13:53:40.994610+00:00,Sports,us,1,82-0.com,Vaulty Studios Inc.,6780195090
2026-08-29T13:53:40.994610+00:00,Sports,us,2,8 Ball Pool™,Miniclip.com,543186831
2026-08-29T13:53:40.994610+00:00,Sports,us,3,EA College Football Mobile 27,Electronic Arts,6759412341
2026-08-29T13:53:40.994610+00:00,Sports,us,4,EA SPORTS FC Soccer Mobile 26,Electronic Arts,1094930513
2026-08-29T13:53:40.994610+00:00,Sports,us,5,Packz,Packz,6755495631
2026-08-29T13:53:40.994610+00:00,Sports,us,6,eFootball™,KONAMI,1117270703
2026-08-29T13:53:40.994610+00:00,Sports,us,7,ReBet: Social Sports & Casino,"Rebet, Inc.",6468762763
2026-08-29T13:53:40.994610+00:00,Sports,us,8,CSR 2 - Realistic Drag Racing,Zynga Inc.,887947640
2026-08-29T13:53:40.994610+00:00,Sports,us,9,Dream League Soccer 2026,First Touch Games Ltd.,1462911602
2026-08-29T13:53:40.994610+00:00,Sports,us,10,Stadium Vault: Rip Card Packs,Stadium Live Inc.,6756682207
2026-08-29T13:53:40.994610+00:00,Sports,us,11,Baseball Hits 26,"Ares Interactive, Inc.",6736774022
2026-08-29T13:53:40.994610+00:00,Sports,us,12,Soccer Superstar,Real Free Soccer,1550945606
2026-08-29T13:53:40.994610+00:00,Sports,us,13,Pullz,Delta Two Inc,6768253096
2026-08-29T13:53:40.994610+00:00,Sports,us,14,NBA 2K Mobile Basketball Game,2K,1252850847
2026-08-29T13:53:40.994610+00:00,Sports,us,15,Football League™ 2026,MOBILE SOCCER,6447961802
2026-08-29T13:53:40.994610+00:00,Sports,us,16,Retro Bowl,New Star Games,1478902583
2026-08-29T13:53:40.994610+00:00,Sports,us,17,Madden NFL 27 Mobile Football,Electronic Arts,1512265589
2026-08-29T13:53:40.994610+00:00,Sports,us,18,"Courtyard: TCG, Watches, Cards","Courtyard, Inc.",6748155184
2026-08-29T13:53:40.994610+00:00,Sports,us,19,Flip Diving,MotionVolt Games Oy,1045516045
2026-08-29T13:53:40.994610+00:00,Sports,us,20,Rocket League Sideswipe,Psyonix LLC,1549027048
2026-08-29T13:53:40.994610+00:00,Sports,us,21,No Limit Drag Racing 2,"Battle Creek Games, LLC",1563031984
2026-08-29T13:53:40.994610+00:00,Sports,us,22,20-0.com: Draft Legends,Nicholas Baumeyer,6778259127
2026-08-29T13:53:40.994610+00:00,Sports,us,23,Golf Dreams,Golf Dreams AB,1551178669
2026-08-29T13:53:40.994610+00:00,Sports,us,24,Fishing Travel,Ark Game Limited,6505145935
2026-08-29T13:53:40.994610+00:00,Sports,us,25,Asphalt Legends - Racing Game,Gameloft,805603214
2026-08-29T13:53:40.994610+00:00,Strategy,us,1,Whiteout Survival,Century Games Pte. Ltd.,6443575749
2026-08-29T13:53:40.994610+00:00,Strategy,us,2,Triumph Arcade,Triumph Arcade,1608987929
2026-08-29T13:53:40.994610+00:00,Strategy,us,3,Kingshot,Century Games Pte. Ltd.,6739554056
2026-08-29T13:53:40.994610+00:00,Strategy,us,4,Castle Busters,Voodoo,6746328263
2026-08-29T13:53:40.994610+00:00,Strategy,us,5,Police Chief,VoyagerOne,6757350661
2026-08-29T13:53:40.994610+00:00,Strategy,us,6,Pokémon GO,"Scopely Explore, Inc.",1094591345
2026-08-29T13:53:40.994610+00:00,Strategy,us,7,Mob Control,Voodoo,1562817072
2026-08-29T13:53:40.994610+00:00,Strategy,us,8,Chess.com - Play and Learn,Chess.com,329218549
2026-08-29T13:53:40.994610+00:00,Strategy,us,9,Warline: Sniper Strike,Powerfantasy,6742809194
2026-08-29T13:53:40.994610+00:00,Strategy,us,10,Clash Royale,Supercell,1053012308
2026-08-29T13:53:40.994610+00:00,Strategy,us,11,Last Asylum: Plague,WISENESS GAME ONLINE INTERNATIONAL LTD,6756989323
2026-08-29T13:53:40.994610+00:00,Strategy,us,12,Tiles Survive!,FunPlus International AG,6738109752
2026-08-29T13:53:40.994610+00:00,Strategy,us,13,X-Clash: Survival Challenge,9z Games(HK),6744812012
2026-08-29T13:53:40.994610+00:00,Strategy,us,14,Z Route: Redemption,"BUILDING-BLOCKS NETWORK TECHNOLOGY CO.,LIMITED",6762268182
2026-08-29T13:53:40.994610+00:00,Strategy,us,15,PUBG MOBILE,Tencent Mobile International Limited,1330123889
2026-08-29T13:53:40.994610+00:00,Strategy,us,16,Last Z: Survival Shooter,Omnilojo Pte Ltd,6503272652
2026-08-29T13:53:40.994610+00:00,Strategy,us,17,Woodoku Blast: Block Puzzle,Tripledot Studios,6608975929
2026-08-29T13:53:40.994610+00:00,Strategy,us,18,Pokémon Champions,The Pokemon Company,6741503079
2026-08-29T13:53:40.994610+00:00,Strategy,us,19,Clash of Clans,Supercell,529479190
2026-08-29T13:53:40.994610+00:00,Strategy,us,20,Top Lords,GAME SPARK PTE. LTD.,6767834940
2026-08-29T13:53:40.994610+00:00,Strategy,us,21,Dark War:Survival,Omnilojo Pte Ltd,6670441558
2026-08-29T13:53:40.994610+00:00,Strategy,us,22,Total Battle: War Strategy,Scorewarrior,1274132545
2026-08-29T13:53:40.994610+00:00,Strategy,us,23,Snake.io - Fun Online Snake,Kooapps,1104692136
2026-08-29T13:53:40.994610+00:00,Strategy,us,24,Screw Out 3D: Nut Sort Jam,UNICO STUDIO,6747560860
2026-08-29T13:53:40.994610+00:00,Strategy,us,25,Lordrush,Century Games Innovation Pte. Ltd.,6759788962
2026-08-29T13:53:40.994610+00:00,Trivia,us,1,Brain Test: Tricky Puzzles,UNICO STUDIO,1486214495
2026-08-29T13:53:40.994610+00:00,Trivia,us,2,Exposed - Who's Most Likely To,vysgames,1553777064
2026-08-29T13:53:40.994610+00:00,Trivia,us,3,Bubble Bus: Parking Jam Puzzle,MOONEE PUBLISHING LTD,6743441683
2026-08-29T13:53:40.994610+00:00,Trivia,us,4,WhoLiked? - Guess Who Reposted,IRL Apps,6742410648
2026-08-29T13:53:40.994610+00:00,Trivia,us,5,Trivia Crack: Brain Quiz Games,Etermax,651510680
2026-08-29T13:53:40.994610+00:00,Trivia,us,6,Spotiguess : Music Quiz,Aymeric Granier,6754511325
2026-08-29T13:53:40.994610+00:00,Trivia,us,7,Photo Roulette,Photo Roulette AS,1050443738
2026-08-29T13:53:40.994610+00:00,Trivia,us,8,Everyday Puzzles: Mini Games,Fanatee,1580601028
2026-08-29T13:53:40.994610+00:00,Trivia,us,9,Brainstorm Test: Tricky Puzzle,Tribom Games,1602077913
2026-08-29T13:53:40.994610+00:00,Trivia,us,10,Atmosphere Trivia,"Rarefied Atmosphere, Inc.",1671630544
2026-08-29T13:53:40.994610+00:00,Trivia,us,11,Quiz & IQ test: Triviascapes,MNO GO APPS LTD,6468810871
2026-08-29T13:53:40.994610+00:00,Trivia,us,12,SongSpot: Music Quiz,Ethan Saux,6758571545
2026-08-29T13:53:40.994610+00:00,Trivia,us,13,GeoGuessr,GeoGuessr AB,1049876497
2026-08-29T13:53:40.994610+00:00,Trivia,us,14,Game is Hard,UNICO STUDIO,6748826648
2026-08-29T13:53:40.994610+00:00,Trivia,us,15,Flamingo Cards: Couple Games,Tipsy Flamingo LLC,1537890432
2026-08-29T13:53:40.994610+00:00,Trivia,us,16,Skinape for Games - Play Quiz,SkinApe Sp. z o.o.,6480004025
2026-08-29T13:53:40.994610+00:00,Trivia,us,17,Connect Balls - Line Puzzle -,"BAF, Ltd.",1626781939
2026-08-29T13:53:40.994610+00:00,Trivia,us,18,Flashback Trivia,"Lucky Echo Labs, Inc.",6762447140
2026-08-29T13:53:40.994610+00:00,Trivia,us,19,Puzzlit - Puzzles Made Social,PuzzLit,6472233094
2026-08-29T13:53:40.994610+00:00,Trivia,us,20,Explode 2: Get Exposed,Sebastien Menozzi,6504657055
2026-08-29T13:53:40.994610+00:00,Trivia,us,21,Family Feud® Live!,Ludia Games inc.,1195092555
2026-08-29T13:53:40.994610+00:00,Trivia,us,22,Guessong: Music Guessing Game,Seray Catikkas Cimen,6752951225
2026-08-29T13:53:40.994610+00:00,Trivia,us,23,Brain Test All-Star: IQ Boost,UNICO STUDIO,6478563961
2026-08-29T13:53:40.994610+00:00,Trivia,us,24,Minipuzzles - Daily Challenges,Puzztime!,6745964306
2026-08-29T13:53:40.994610+00:00,Trivia,us,25,Mindblow: Guess the Word!,Kidding Box,6472485066
2026-08-29T13:53:40.994610+00:00,Word,us,1,Solitaire Associations Journey,Hitapps Games LTD,6748950306
2026-08-29T13:53:40.994610+00:00,Word,us,2,Zen Word® - Relax Puzzle Game,Oakever Games,1660171117
2026-08-29T13:53:40.994610+00:00,Word,us,3,Imposter Game - Party Edition,Sven Vucak,6745120053
